1,41,654867935180664,micrograms per cubic meter,Air Pollution
1,46,6517951202392570,micrograms per cubic meter,Air Pollution
1,51,649224624633789,micrograms per cubic meter,Air Pollution
1,56,645226821899414,micrograms per cubic meter,Air Pollution
1,61,6524559020996090,micrograms per cubic meter,Air Pollution
1,62,6683572387695310,micrograms per cubic meter,Air Pollution
1,63,660231704711914,micrograms per cubic meter,Air Pollution
1,64,6136674499511710,micrograms per cubic meter,Air Pollution
1,65,5901033020019530,micrograms per cubic meter,Air Pollution§
1,66,61252655029296800,micrograms per cubic meter,Air Pollution
1,67,5628704833984370,micrograms per cubic meter,Air Pollution
1,68,5691080856323240,micrograms per cubic meter,Air Pollution
2,41,22718664169311500,micrograms per cubic meter,Air Pollution
2,46,22029218673706000,micrograms per cubic meter,Air Pollution
2,51,21998249053955000,micrograms per cubic meter,Air Pollution
2,56,21575258255004800,micrograms per cubic meter,Air Pollution
2,61,21277828216552700,micrograms per cubic meter,Air Pollution
2,62,22772537231445300,micrograms per cubic meter,Air Pollution
2,63,20578258514404200,micrograms per cubic meter,Air Pollution
2,64,1993851661682120,micrograms per cubic meter,Air Pollution
2,65,18883955001831000,micrograms per cubic meter,Air Pollution
2,66,1951253890991210,micrograms per cubic meter,Air Pollution
2,67,1818993377685540,micrograms per cubic meter,Air Pollution
2,68,1820060157775870,micrograms per cubic meter,Air Pollution
3,41,3693025588989250,micrograms per cubic meter,Air Pollution
3,46,3645658493041990,micrograms per cubic meter,Air Pollution
3,51,37536048889160100,micrograms per cubic meter,Air Pollution
3,56,3585882568359370,micrograms per cubic meter,Air Pollution
3,61,3363581848144530,micrograms per cubic meter,Air Pollution
3,62,33834049224853500,micrograms per cubic meter,Air Pollution
3,63,33366825103759700,micrograms per cubic meter,Air Pollution
3,64,3424532699584960,micrograms per cubic meter,Air Pollution
3,65,3556391906738280,micrograms per cubic meter,Air Pollution
3,66,3608916473388670,micrograms per cubic meter,Air Pollution
3,67,39853275299072200,micrograms per cubic meter,Air Pollution
3,68,38884010314941400,micrograms per cubic meter,Air Pollution
4,41,12479083061218200,micrograms per cubic meter,Air Pollution
4,46,12479083061218200,micrograms per cubic meter,Air Pollution
4,51,15214668273925700,micrograms per cubic meter,Air Pollution
4,56,15237841606140100,micrograms per cubic meter,Air Pollution
4,61,15072721481323200,micrograms per cubic meter,Air Pollution
4,62,15390642166137600,micrograms per cubic meter,Air Pollution
4,63,1434415054321280,micrograms per cubic meter,Air Pollution
4,64,14127225875854400,micrograms per cubic meter,Air Pollution
4,65,13316991806030200,micrograms per cubic meter,Air Pollution
4,66,13019390106201100,micrograms per cubic meter,Air Pollution
4,67,12382729530334400,micrograms per cubic meter,Air Pollution
4,68,12473820686340300,micrograms per cubic meter,Air Pollution
5,41,14118741989135700,micrograms per cubic meter,Air Pollution
5,46,13936866760253900,micrograms per cubic meter,Air Pollution
5,51,12594015121459900,micrograms per cubic meter,Air Pollution
5,56,1296137809753410,micrograms per cubic meter,Air Pollution
5,61,12807197570800700,micrograms per cubic meter,Air Pollution
5,62,13273505210876400,micrograms per cubic meter,Air Pollution
5,63,12407052993774400,micrograms per cubic meter,Air Pollution
5,64,1181367301940910,micrograms per cubic meter,Air Pollution
5,65,10830418586730900,micrograms per cubic meter,Air Pollution
5,66,11462178230285600,micrograms per cubic meter,Air Pollution
5,67,10255834579467700,micrograms per cubic meter,Air Pollution
5,68,10307621002197200,micrograms per cubic meter,Air Pollution
6,41,36448116302490200,micrograms per cubic meter,Air Pollution
6,46,35602909088134700,micrograms per cubic meter,Air Pollution
6,51,3618296813964840,micrograms per cubic meter,Air Pollution
6,56,34962913513183500,micrograms per cubic meter,Air Pollution
6,61,3378724670410150,micrograms per cubic meter,Air Pollution
6,62,3310419464111320,micrograms per cubic meter,Air Pollution
6,63,33415496826171800,micrograms per cubic meter,Air Pollution
6,64,3466392135620110,micrograms per cubic meter,Air Pollution
6,65,3297402572631830,micrograms per cubic meter,Air Pollution
6,66,3272987365722650,micrograms per cubic meter,Air Pollution
6,67,31785388946533200,micrograms per cubic meter,Air Pollution
6,68,3238850402832030,micrograms per cubic meter,Air Pollution
7,41,224085636138916,micrograms per cubic meter,Air Pollution
7,46,22451595306396400,micrograms per cubic meter,Air Pollution
7,51,21976118087768500,micrograms per cubic meter,Air Pollution
7,56,22134328842163000,micrograms per cubic meter,Air Pollution
7,61,2252887535095210,micrograms per cubic meter,Air Pollution
7,62,2314786148071280,micrograms per cubic meter,Air Pollution
7,63,21471050262451100,micrograms per cubic meter,Air Pollution
7,64,2073538589477530,micrograms per cubic meter,Air Pollution
7,65,19725584030151300,micrograms per cubic meter,Air Pollution
7,66,19696388244628900,micrograms per cubic meter,Air Pollution
7,67,1846092987060540,micrograms per cubic meter,Air Pollution
7,68,18622343063354400,micrograms per cubic meter,Air Pollution
8,41,16220529556274400,micrograms per cubic meter,Air Pollution
8,46,16846065521240200,micrograms per cubic meter,Air Pollution
8,51,16780948638916000,micrograms per cubic meter,Air Pollution
8,56,16403085708618100,micrograms per cubic meter,Air Pollution
8,61,16859100341796800,micrograms per cubic meter,Air Pollution
8,62,1738298225402830,micrograms per cubic meter,Air Pollution
8,63,16135072708129800,micrograms per cubic meter,Air Pollution
8,64,1559737491607660,micrograms per cubic meter,Air Pollution
8,65,1446697998046870,micrograms per cubic meter,Air Pollution
8,66,1463162612915030,micrograms per cubic meter,Air Pollution
8,67,13751443862915000,micrograms per cubic meter,Air Pollution
8,68,13311834335327100,micrograms per cubic meter,Air Pollution
9,41,36860721588134700,micrograms per cubic meter,Air Pollution
9,46,35120941162109300,micrograms per cubic meter,Air Pollution
9,51,3679644775390620,micrograms per cubic meter,Air Pollution
9,56,37068729400634700,micrograms per cubic meter,Air Pollution
9,61,375300407409668,micrograms per cubic meter,Air Pollution
9,62,38612274169921800,micrograms per cubic meter,Air Pollution
9,63,37184486389160100,micrograms per cubic meter,Air Pollution
9,64,3493721389770500,micrograms per cubic meter,Air Pollution
9,65,330859489440918,micrograms per cubic meter,Air Pollution
9,66,34881431579589800,micrograms per cubic meter,Air Pollution
9,67,32227169036865200,micrograms per cubic meter,Air Pollution
9,68,3252811813354490,micrograms per cubic meter,Air Pollution
10,41,1041185474395750,micrograms per cubic meter,Air Pollution
10,46,10426396369934000,micrograms per cubic meter,Air Pollution
10,51,1084372329711910,micrograms per cubic meter,Air Pollution
10,56,1059713363647460,micrograms per cubic meter,Air Pollution
10,61,10618879318237300,micrograms per cubic meter,Air Pollution
10,62,1104726505279540,micrograms per cubic meter,Air Pollution
10,63,10537090301513600,micrograms per cubic meter,Air Pollution
10,64,998768424987793,micrograms per cubic meter,Air Pollution
10,65,9492979049682610,micrograms per cubic meter,Air Pollution
10,66,9320014953613280,micrograms per cubic meter,Air Pollution
10,67,8614508628845210,micrograms per cubic meter,Air Pollution
10,68,8550324440002440,micrograms per cubic meter,Air Pollution
11,41,16866687774658200,micrograms per cubic meter,Air Pollution
11,46,1570612621307370,micrograms per cubic meter,Air Pollution
11,51,15355362892150800,micrograms per cubic meter,Air Pollution
11,56,15592062950134200,micrograms per cubic meter,Air Pollution
11,61,15149140357971100,micrograms per cubic meter,Air Pollution
11,62,15573370933532700,micrograms per cubic meter,Air Pollution
11,63,14282332420349100,micrograms per cubic meter,Air Pollution
11,64,14081613540649400,micrograms per cubic meter,Air Pollution
11,65,13379227638244600,micrograms per cubic meter,Air Pollution
11,66,13541094779968200,micrograms per cubic meter,Air Pollution
11,67,12596816062927200,micrograms per cubic meter,Air Pollution
11,68,1247796630859370,micrograms per cubic meter,Air Pollution
12,41,23942914962768500,micrograms per cubic meter,Air Pollution
12,46,23391427993774400,micrograms per cubic meter,Air Pollution
12,51,2288077163696280,micrograms per cubic meter,Air Pollution
12,56,22865705490112300,micrograms per cubic meter,Air Pollution
12,61,230476016998291,micrograms per cubic meter,Air Pollution
12,62,2362986946105950,micrograms per cubic meter,Air Pollution
12,63,22180810928344700,micrograms per cubic meter,Air Pollution
12,64,22278779983520500,micrograms per cubic meter,Air Pollution
12,65,20710067749023400,micrograms per cubic meter,Air Pollution
12,66,2141412353515620,micrograms per cubic meter,Air Pollution
12,67,2020815658569330,micrograms per cubic meter,Air Pollution
12,68,1992866325378410,micrograms per cubic meter,Air Pollution
13,41,2101992416381830,micrograms per cubic meter,Air Pollution
13,46,212866268157959,micrograms per cubic meter,Air Pollution
13,51,21318201065063400,micrograms per cubic meter,Air Pollution
13,56,21066356658935500,micrograms per cubic meter,Air Pollution
13,61,2111051368713370,micrograms per cubic meter,Air Pollution
13,62,21774425506591700,micrograms per cubic meter,Air Pollution
13,63,20317075729370100,micrograms per cubic meter,Air Pollution
13,64,19909400939941400,micrograms per cubic meter,Air Pollution
13,65,18495332717895500,micrograms per cubic meter,Air Pollution
13,66,18886306762695300,micrograms per cubic meter,Air Pollution
13,67,17651321411132800,micrograms per cubic meter,Air Pollution
13,68,17367719650268500,micrograms per cubic meter,Air Pollution
14,41,6815876007080070,micrograms per cubic meter,Air Pollution
14,46,6812335205078120,micrograms per cubic meter,Air Pollution
14,51,679577865600586,micrograms per cubic meter,Air Pollution
14,56,6458727264404290,micrograms per cubic meter,Air Pollution
14,61,656308822631836,micrograms per cubic meter,Air Pollution
14,62,6373249816894530,micrograms per cubic meter,Air Pollution
14,63,7028748321533200,micrograms per cubic meter,Air Pollution
14,64,67794677734375,micrograms per cubic meter,Air Pollution
14,65,62758544921875,micrograms per cubic meter,Air Pollution
14,66,7260467529296870,micrograms per cubic meter,Air Pollution
14,67,6986418151855460,micrograms per cubic meter,Air Pollution
14,68,7081620788574210,micrograms per cubic meter,Air Pollution
15,41,6159563064575190,micrograms per cubic meter,Air Pollution
15,46,6180314254760740,micrograms per cubic meter,Air Pollution
15,51,6303634262084960,micrograms per cubic meter,Air Pollution
15,56,6887354278564450,micrograms per cubic meter,Air Pollution
15,61,7076499938964840,micrograms per cubic meter,Air Pollution
15,62,702105484008789,micrograms per cubic meter,Air Pollution
15,63,7079390716552730,micrograms per cubic meter,Air Pollution
15,64,6564508056640620,micrograms per cubic meter,Air Pollution
15,65,6839537811279290,micrograms per cubic meter,Air Pollution
15,66,6696575164794920,micrograms per cubic meter,Air Pollution
15,67,6012627410888670,micrograms per cubic meter,Air Pollution
15,68,6084578323364250,micrograms per cubic meter,Air Pollution
16,41,28212522506713800,micrograms per cubic meter,Air Pollution
16,46,28245882034301700,micrograms per cubic meter,Air Pollution
16,51,28479455947875900,micrograms per cubic meter,Air Pollution
16,56,2848280143737790,micrograms per cubic meter,Air Pollution
16,61,28216814041137600,micrograms per cubic meter,Air Pollution
16,62,29303489685058500,micrograms per cubic meter,Air Pollution
16,63,2703352928161620,micrograms per cubic meter,Air Pollution
16,64,262302303314209,micrograms per cubic meter,Air Pollution
16,65,25183013916015600,micrograms per cubic meter,Air Pollution
16,66,24686241149902300,micrograms per cubic meter,Air Pollution
16,67,23459199905395500,micrograms per cubic meter,Air Pollution
16,68,23080175399780200,micrograms per cubic meter,Air Pollution
17,41,24585847854614200,micrograms per cubic meter,Air Pollution
17,46,2265688705444330,micrograms per cubic meter,Air Pollution
17,51,22650266647338800,micrograms per cubic meter,Air Pollution
17,56,2287190055847160,micrograms per cubic meter,Air Pollution
17,61,2331941032409660,micrograms per cubic meter,Air Pollution
17,62,2291114616394040,micrograms per cubic meter,Air Pollution
17,63,21646371841430600,micrograms per cubic meter,Air Pollution
17,64,205904598236084,micrograms per cubic meter,Air Pollution
17,65,19766054153442300,micrograms per cubic meter,Air Pollution
17,66,20076276779174800,micrograms per cubic meter,Air Pollution
17,67,18878238677978500,micrograms per cubic meter,Air Pollution
17,68,18765579223632800,micrograms per cubic meter,Air Pollution
18,41,17587495803833000,micrograms per cubic meter,Air Pollution
18,46,16496065139770500,micrograms per cubic meter,Air Pollution
18,51,15662450790405200,micrograms per cubic meter,Air Pollution
18,56,15436351776123000,micrograms per cubic meter,Air Pollution
18,61,16009319305419900,micrograms per cubic meter,Air Pollution
18,62,15698442459106400,micrograms per cubic meter,Air Pollution
18,63,14741893768310500,micrograms per cubic meter,Air Pollution
18,64,14022669792175200,micrograms per cubic meter,Air Pollution
18,65,13233621597290000,micrograms per cubic meter,Air Pollution
18,66,13566522598266600,micrograms per cubic meter,Air Pollution
18,67,12833087921142500,micrograms per cubic meter,Air Pollution
18,68,12886518478393500,micrograms per cubic meter,Air Pollution
19,41,2742980194091790,micrograms per cubic meter,Air Pollution
19,46,27125192642211900,micrograms per cubic meter,Air Pollution
19,51,27841440200805600,micrograms per cubic meter,Air Pollution
19,56,28292579650878900,micrograms per cubic meter,Air Pollution
19,61,28273054122924800,micrograms per cubic meter,Air Pollution
19,62,28800445556640600,micrograms per cubic meter,Air Pollution
19,63,27409122467041000,micrograms per cubic meter,Air Pollution
19,64,27284439086914000,micrograms per cubic meter,Air Pollution
19,65,244211483001709,micrograms per cubic meter,Air Pollution
19,66,25216825485229400,micrograms per cubic meter,Air Pollution
19,67,23065683364868100,micrograms per cubic meter,Air Pollution
19,68,23011892318725500,micrograms per cubic meter,Air Pollution
20,41,4022013473510740,micrograms per cubic meter,Air Pollution
20,46,3807847213745110,micrograms per cubic meter,Air Pollution
20,51,3977629470825190,micrograms per cubic meter,Air Pollution
20,56,3432880783081050,micrograms per cubic meter,Air Pollution
